NAME         REFERENCE               TARGETS       MINPODS   MAXPODS   REPLICAS   AGE
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          160m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          160m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 17%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 17%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 17%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 17%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 74%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 74%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 74%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 74%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 74%/50%   1         10        1          161m
php-apache   Deployment/php-apache   cpu: 68%/50%   1         10        2          161m
php-apache   Deployment/php-apache   cpu: 68%/50%   1         10        2          161m
php-apache   Deployment/php-apache   cpu: 68%/50%   1         10        2          161m
php-apache   Deployment/php-apache   cpu: 68%/50%   1         10        2          161m
php-apache   Deployment/php-apache   cpu: 68%/50%   1         10        2          161m
php-apache   Deployment/php-apache   cpu: 37%/50%   1         10        2          161m
php-apache   Deployment/php-apache   cpu: 37%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 37%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 37%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 38%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 38%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 38%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 38%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 38%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 35%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 35%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 35%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 35%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 35%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 39%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 39%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 39%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 39%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 37%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 37%/50%   1         10        2          162m
php-apache   Deployment/php-apache   cpu: 37%/50%   1         10        2          163m
