NAME         REFERENCE               TARGETS       MINPODS   MAXPODS   REPLICAS   AGE
php-apache   Deployment/php-apache   cpu: 142%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 142%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 143%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 143%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 143%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 143%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 143%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 147%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 147%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 147%/50%   1         10        7          84m
php-apache   Deployment/php-apache   cpu: 147%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 149%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 149%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 149%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 149%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 149%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 92%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 92%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 92%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 92%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 92%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 22%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 22%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 22%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 22%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          85m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
php-apache   Deployment/php-apache   cpu: 0%/50%   1         10        7          86m
